binomial,clade1,clade2,clade4,clade7,clade8,clade9,clade
Myonycteris torquata,0,0,0,0,0,1,9
Myoprocta acouchy,0,0,1,0,0,0,4
Myoprocta pratti,0,0,1,0,0,0,4
Myopterus daubentonii,0,0,0,0,0,1,9
Myopterus whitleyi,0,0,0,0,0,1,9
Myopus schisticolor,0,0,1,0,0,0,4
Myosciurus pumilio,0,0,1,0,0,0,4
Myosorex babaulti,0,0,0,0,1,0,8
Myosorex blarina,0,0,0,0,1,0,8
Myosorex cafer,0,0,0,0,1,0,8
Myosorex eisentrauti,0,0,0,0,1,0,8
Myosorex geata,0,0,0,0,1,0,8
Myosorex kihaulei,0,0,0,0,1,0,8
Myosorex longicaudatus,0,0,0,0,1,0,8
Myosorex okuensis,0,0,0,0,1,0,8
Myosorex rumpii,0,0,0,0,1,0,8
Myosorex schalleri,0,0,0,0,1,0,8
Myosorex sclateri,0,0,0,0,1,0,8
Myosorex tenuis,0,0,0,0,1,0,8
Myosorex varius,0,0,0,0,1,0,8
Myosorex zinki,0,0,0,0,1,0,8
Myospalax aspalax,0,0,1,0,0,0,4
Myospalax myospalax,0,0,1,0,0,0,4
Myospalax psilurus,0,0,1,0,0,0,4
Myotis adversus,0,0,0,0,0,1,9
Myotis aelleni,0,0,0,0,0,1,9
Myotis albescens,0,0,0,0,0,1,9
Myotis alcathoe,0,0,0,0,0,1,9
Myotis altarium,0,0,0,0,0,1,9
Myotis anjouanensis,0,0,0,0,0,1,9
Myotis annamiticus,0,0,0,0,0,1,9
Myotis annectans,0,0,0,0,0,1,9
Myotis atacamensis,0,0,0,0,0,1,9
Myotis ater,0,0,0,0,0,1,9
Myotis aurascens,0,0,0,0,0,1,9
Myotis auriculus,0,0,0,0,0,1,9
Myotis austroriparius,0,0,0,0,0,1,9
Myotis bechsteinii,0,0,0,0,0,1,9
Myotis blythii,0,0,0,0,0,1,9
Myotis bocagii,0,0,0,0,0,1,9
Myotis bombinus,0,0,0,0,0,1,9
Myotis brandtii,0,0,0,0,0,1,9
Myotis bucharensis,0,0,0,0,0,1,9
Myotis californicus,0,0,0,0,0,1,9
Myotis capaccinii,0,0,0,0,0,1,9
Myotis chiloensis,0,0,0,0,0,1,9
Myotis chinensis,0,0,0,0,0,1,9
Myotis ciliolabrum,0,0,0,0,0,1,9
Myotis cobanensis,0,0,0,0,0,1,9
Myotis csorbai,0,0,0,0,0,1,9
Myotis dasycneme,0,0,0,0,0,1,9
Myotis daubentonii,0,0,0,0,0,1,9
Myotis davidii,0,0,0,0,0,1,9
Myotis dieteri,0,0,0,0,0,1,9
Myotis dinellii,0,0,0,0,0,1,9
Myotis dominicensis,0,0,0,0,0,1,9
Myotis elegans,0,0,0,0,0,1,9
Myotis emarginatus,0,0,0,0,0,1,9
Myotis evotis,0,0,0,0,0,1,9
Myotis fimbriatus,0,0,0,0,0,1,9
Myotis findleyi,0,0,0,0,0,1,9
Myotis formosus,0,0,0,0,0,1,9
Myotis fortidens,0,0,0,0,0,1,9
Myotis frater,0,0,0,0,0,1,9
Myotis gomantongensis,0,0,0,0,0,1,9
Myotis goudoti,0,0,0,0,0,1,9
Myotis hajastanicus,0,0,0,0,0,1,9
Myotis hasseltii,0,0,0,0,0,1,9
Myotis hermani,0,0,0,0,0,1,9
Myotis horsfieldii,0,0,0,0,0,1,9
Myotis ikonnikovi,0,0,0,0,0,1,9
Myotis keaysi,0,0,0,0,0,1,9
Myotis keenii,0,0,0,0,0,1,9
Myotis laniger,0,0,0,0,0,1,9
Myotis leibii,0,0,0,0,0,1,9
Myotis levis,0,0,0,0,0,1,9
Myotis longipes,0,0,0,0,0,1,9
Myotis lucifugus,0,0,0,0,0,1,9
Myotis macrodactylus,0,0,0,0,0,1,9
Myotis macropus,0,0,0,0,0,1,9
Myotis macrotarsus,0,0,0,0,0,1,9
Myotis martiniquensis,0,0,0,0,0,1,9
Myotis melanorhinus,0,0,0,0,0,1,9
Myotis moluccarum,0,0,0,0,0,1,9
Myotis montivagus,0,0,0,0,0,1,9
Myotis morrisi,0,0,0,0,0,1,9
Myotis muricola,0,0,0,0,0,1,9
Myotis myotis,0,0,0,0,0,1,9
Myotis mystacinus,0,0,0,0,0,1,9
Myotis nattereri,0,0,0,0,0,1,9
Myotis nesopolus,0,0,0,0,0,1,9
Myotis nigricans,0,0,0,0,0,1,9
Myotis nipalensis,0,0,0,0,0,1,9
Myotis occultus,0,0,0,0,0,1,9
Myotis oreias,0,0,0,0,0,1,9
Myotis oxyotus,0,0,0,0,0,1,9
Myotis peninsularis,0,0,0,0,0,1,9
Myotis pequinius,0,0,0,0,0,1,9
Myotis pilosus,0,0,0,0,0,1,9
Myotis pruinosus,0,0,0,0,0,1,9
Myotis punicus,0,0,0,0,0,1,9
Myotis ridleyi,0,0,0,0,0,1,9
Myotis riparius,0,0,0,0,0,1,9
Myotis rosseti,0,0,0,0,0,1,9
Myotis ruber,0,0,0,0,0,1,9
Myotis rufopictus,0,0,0,0,0,1,9
Myotis schaubi,0,0,0,0,0,1,9
Myotis scotti,0,0,0,0,0,1,9
Myotis septentrionalis,0,0,0,0,0,1,9
Myotis sicarius,0,0,0,0,0,1,9
Myotis siligorensis,0,0,0,0,0,1,9
Myotis simus,0,0,0,0,0,1,9
Myotis sodalis,0,0,0,0,0,1,9
Myotis stalkeri,0,0,0,0,0,1,9
Myotis thysanodes,0,0,0,0,0,1,9
Myotis tricolor,0,0,0,0,0,1,9
Myotis velifer,0,0,0,0,0,1,9
Myotis vivesi,0,0,0,0,0,1,9
Myotis volans,0,0,0,0,0,1,9
Myotis welwitschii,0,0,0,0,0,1,9
Myotis yanbarensis,0,0,0,0,0,1,9
Myotis yumanensis,0,0,0,0,0,1,9
Myrmecophaga tridactyla,0,1,0,0,0,0,2
Mysateles melanurus,0,0,1,0,0,0,4
Mysateles prehensilis,0,0,1,0,0,0,4
Mystacina tuberculata,0,0,0,0,0,1,9
Mystromys albicaudatus,0,0,1,0,0,0,4
Naemorhedus baileyi,0,0,0,0,0,1,9
Naemorhedus caudatus,0,0,0,0,0,1,9
Naemorhedus goral,0,0,0,0,0,1,9
Naemorhedus griseus,0,0,0,0,0,1,9
Nandinia binotata,0,0,0,0,0,1,9
Nanger granti,0,0,0,0,0,1,9
Nannosciurus melanotis,0,0,1,0,0,0,4
Nanonycteris veldkampii,0,0,0,0,0,1,9
Napaeozapus insignis,0,0,1,0,0,0,4
Nasalis larvatus,0,0,0,1,0,0,7
Nasua narica,0,0,0,0,0,1,9
Nasua nasua,0,0,0,0,0,1,9
Nasuella olivacea,0,0,0,0,0,1,9
Natalus espiritosantensis,0,0,0,0,0,1,9
Natalus jamaicensis,0,0,0,0,0,1,9
Natalus major,0,0,0,0,0,1,9
Natalus mexicanus,0,0,0,0,0,1,9
Natalus primus,0,0,0,0,0,1,9
Natalus stramineus,0,0,0,0,0,1,9
Natalus tumidirostris,0,0,0,0,0,1,9
Neacomys dubosti,0,0,1,0,0,0,4
Neacomys guianae,0,0,1,0,0,0,4
Neacomys minutus,0,0,1,0,0,0,4
Neacomys musseri,0,0,1,0,0,0,4
Neacomys paracou,0,0,1,0,0,0,4
Neacomys pictus,0,0,1,0,0,0,4
Neacomys spinosus,0,0,1,0,0,0,4
Neacomys tenuipes,0,0,1,0,0,0,4
Neamblysomus gunningi,0,1,0,0,0,0,2
Neamblysomus julianae,0,1,0,0,0,0,2
Necromys amoenus,0,0,1,0,0,0,4
Necromys benefactus,0,0,1,0,0,0,4
Necromys lactens,0,0,1,0,0,0,4
Necromys lasiurus,0,0,1,0,0,0,4
Necromys lenguarum,0,0,1,0,0,0,4
Necromys obscurus,0,0,1,0,0,0,4
Necromys punctulatus,0,0,1,0,0,0,4
Necromys temchuki,0,0,1,0,0,0,4
Necromys urichi,0,0,1,0,0,0,4
Nectogale elegans,0,0,0,0,1,0,8
Nectomys apicalis,0,0,1,0,0,0,4
Nectomys palmipes,0,0,1,0,0,0,4
Nectomys rattus,0,0,1,0,0,0,4
Nectomys squamipes,0,0,1,0,0,0,4
Nelsonia goldmani,0,0,1,0,0,0,4
Nelsonia neotomodon,0,0,1,0,0,0,4
Neodon forresti,0,0,1,0,0,0,4
Neodon irene,0,0,1,0,0,0,4
Neodon juldaschi,0,0,1,0,0,0,4
Neodon sikimensis,0,0,1,0,0,0,4
Neofelis nebulosa,0,0,0,0,0,1,9
Neofiber alleni,0,0,1,0,0,0,4
Neohylomys hainanensis,0,0,0,0,1,0,8
Neomys anomalus,0,0,0,0,1,0,8
Neomys fodiens,0,0,0,0,1,0,8
Neomys teres,0,0,0,0,1,0,8
Neonycteris pusilla,0,0,0,0,0,1,9
Neophascogale lorentzii,1,0,0,0,0,0,1
Neopteryx frosti,0,0,0,0,0,1,9
Neotetracus sinensis,0,0,0,0,1,0,8
Neotoma albigula,0,0,1,0,0,0,4
Neotoma angustapalata,0,0,1,0,0,0,4
Neotoma bryanti,0,0,1,0,0,0,4
Neotoma chrysomelas,0,0,1,0,0,0,4
Neotoma cinerea,0,0,1,0,0,0,4
Neotoma devia,0,0,1,0,0,0,4
Neotoma floridana,0,0,1,0,0,0,4
Neotoma fuscipes,0,0,1,0,0,0,4
Neotoma goldmani,0,0,1,0,0,0,4
Neotoma lepida,0,0,1,0,0,0,4
Neotoma leucodon,0,0,1,0,0,0,4
Neotoma macrotis,0,0,1,0,0,0,4
Neotoma magister,0,0,1,0,0,0,4
Neotoma mexicana,0,0,1,0,0,0,4
Neotoma micropus,0,0,1,0,0,0,4
Neotoma nelsoni,0,0,1,0,0,0,4
Neotoma palatina,0,0,1,0,0,0,4
Neotoma phenax,0,0,1,0,0,0,4
Neotoma stephensi,0,0,1,0,0,0,4
Neotomodon alstoni,0,0,1,0,0,0,4
Neotomys ebriosus,0,0,1,0,0,0,4
Neovison vison,0,0,0,0,0,1,9
Nephelomys albigularis,0,0,1,0,0,0,4
Nephelomys auriventer,0,0,1,0,0,0,4
Nephelomys caracolus,0,0,1,0,0,0,4
Nephelomys devius,0,0,1,0,0,0,4
Nephelomys keaysi,0,0,1,0,0,0,4
Nephelomys levipes,0,0,1,0,0,0,4
Nephelomys meridensis,0,0,1,0,0,0,4
Nesokia bunnii,0,0,1,0,0,0,4
Nesokia indica,0,0,1,0,0,0,4
Nesolagus netscheri,0,0,1,0,0,0,4
Nesolagus timminsi,0,0,1,0,0,0,4
Nesomys audeberti,0,0,1,0,0,0,4
Nesomys lambertoni,0,0,1,0,0,0,4
Nesomys rufus,0,0,1,0,0,0,4
Nesoromys ceramicus,0,0,1,0,0,0,4
Nesoryzomys fernandinae,0,0,1,0,0,0,4
Nesoryzomys narboroughi,0,0,1,0,0,0,4
Nesoryzomys swarthi,0,0,1,0,0,0,4
Neurotrichus gibbsii,0,0,0,0,1,0,8
Neusticomys ferreirai,0,0,1,0,0,0,4
Neusticomys monticolus,0,0,1,0,0,0,4
Neusticomys mussoi,0,0,1,0,0,0,4
Neusticomys oyapocki,0,0,1,0,0,0,4
Neusticomys peruviensis,0,0,1,0,0,0,4
Neusticomys venezuelae,0,0,1,0,0,0,4
Ningaui ridei,1,0,0,0,0,0,1
Ningaui timealeyi,1,0,0,0,0,0,1
Ningaui yvonneae,1,0,0,0,0,0,1
Niviventer andersoni,0,0,1,0,0,0,4
Niviventer brahma,0,0,1,0,0,0,4
Niviventer cameroni,0,0,1,0,0,0,4
Niviventer confucianus,0,0,1,0,0,0,4
Niviventer coninga,0,0,1,0,0,0,4
Niviventer cremoriventer,0,0,1,0,0,0,4
Niviventer culturatus,0,0,1,0,0,0,4
Niviventer eha,0,0,1,0,0,0,4
Niviventer excelsior,0,0,1,0,0,0,4
Niviventer fraternus,0,0,1,0,0,0,4
Niviventer fulvescens,0,0,1,0,0,0,4
Niviventer hinpoon,0,0,1,0,0,0,4
Niviventer langbianis,0,0,1,0,0,0,4
Niviventer lepturus,0,0,1,0,0,0,4
Niviventer niviventer,0,0,1,0,0,0,4
Niviventer rapit,0,0,1,0,0,0,4
Niviventer tenaster,0,0,1,0,0,0,4
Noctilio albiventris,0,0,0,0,0,1,9
Noctilio leporinus,0,0,0,0,0,1,9
Nomascus gabriellae,0,0,0,1,0,0,7
Nomascus leucogenys,0,0,0,1,0,0,7
Nomascus siki,0,0,0,1,0,0,7
Notiomys edwardsii,0,0,1,0,0,0,4
Notiosorex cockrumi,0,0,0,0,1,0,8
Notiosorex crawfordi,0,0,0,0,1,0,8
Notiosorex evotis,0,0,0,0,1,0,8
Notiosorex villai,0,0,0,0,1,0,8
Notomys alexis,0,0,1,0,0,0,4
Notomys fuscus,0,0,1,0,0,0,4
Notomys mitchellii,0,0,1,0,0,0,4
Notopteris macdonaldi,0,0,0,0,0,1,9
Notopteris neocaledonica,0,0,0,0,0,1,9
Notoryctes caurinus,1,0,0,0,0,0,1
Nyctalus aviator,0,0,0,0,0,1,9
Nyctalus furvus,0,0,0,0,0,1,9
Nyctalus leisleri,0,0,0,0,0,1,9
Nyctalus montanus,0,0,0,0,0,1,9
Nyctalus noctula,0,0,0,0,0,1,9
Nyctalus plancyi,0,0,0,0,0,1,9
Nyctereutes procyonoides,0,0,0,0,0,1,9
Nycteris arge,0,0,0,0,0,1,9
Nycteris aurita,0,0,0,0,0,1,9
Nycteris gambiensis,0,0,0,0,0,1,9
Nycteris grandis,0,0,0,0,0,1,9
Nycteris hispida,0,0,0,0,0,1,9
Nycteris intermedia,0,0,0,0,0,1,9
Nycteris javanica,0,0,0,0,0,1,9
Nycteris macrotis,0,0,0,0,0,1,9
Nycteris madagascariensis,0,0,0,0,0,1,9
Nycteris major,0,0,0,0,0,1,9
Nycteris nana,0,0,0,0,0,1,9
Nycteris parisii,0,0,0,0,0,1,9
Nycteris thebaica,0,0,0,0,0,1,9
Nycteris tragata,0,0,0,0,0,1,9
Nycteris vinsoni,0,0,0,0,0,1,9
Nycteris woodi,0,0,0,0,0,1,9
Nycticebus bengalensis,0,0,0,1,0,0,7
Nycticebus coucang,0,0,0,1,0,0,7
Nycticebus javanicus,0,0,0,1,0,0,7
Nycticebus menagensis,0,0,0,1,0,0,7
Nycticebus pygmaeus,0,0,0,1,0,0,7
Nycticeinops schlieffeni,0,0,0,0,0,1,9
Nycticeius cubanus,0,0,0,0,0,1,9
Nycticeius humeralis,0,0,0,0,0,1,9
Nyctiellus lepidus,0,0,0,0,0,1,9
Nyctimene aello,0,0,0,0,0,1,9
Nyctimene albiventer,0,0,0,0,0,1,9
Nyctimene cephalotes,0,0,0,0,0,1,9
Nyctimene certans,0,0,0,0,0,1,9
Nyctimene cyclotis,0,0,0,0,0,1,9
Nyctimene draconilla,0,0,0,0,0,1,9
Nyctimene keasti,0,0,0,0,0,1,9
Nyctimene major,0,0,0,0,0,1,9
Nyctimene malaitensis,0,0,0,0,0,1,9
Nyctimene masalai,0,0,0,0,0,1,9
Nyctimene minutus,0,0,0,0,0,1,9
Nyctimene rabori,0,0,0,0,0,1,9
Nyctimene robinsoni,0,0,0,0,0,1,9
Nyctimene sanctacrucis,0,0,0,0,0,1,9
Nyctimene vizcaccia,0,0,0,0,0,1,9
Nyctinomops aurispinosus,0,0,0,0,0,1,9
Nyctinomops femorosaccus,0,0,0,0,0,1,9
Nyctinomops laticaudatus,0,0,0,0,0,1,9
Nyctinomops macrotis,0,0,0,0,0,1,9
Nyctomys sumichrasti,0,0,1,0,0,0,4
Nyctophilus arnhemensis,0,0,0,0,0,1,9
Nyctophilus bifax,0,0,0,0,0,1,9
Nyctophilus geoffroyi,0,0,0,0,0,1,9
Nyctophilus gouldi,0,0,0,0,0,1,9
Nyctophilus heran,0,0,0,0,0,1,9
Nyctophilus microdon,0,0,0,0,0,1,9
Nyctophilus microtis,0,0,0,0,0,1,9
Nyctophilus nebulosus,0,0,0,0,0,1,9
Nyctophilus sherrini,0,0,0,0,0,1,9
Nyctophilus walkeri,0,0,0,0,0,1,9
Ochotona alpina,0,0,1,0,0,0,4
Ochotona argentata,0,0,1,0,0,0,4
Ochotona cansus,0,0,1,0,0,0,4
Ochotona collaris,0,0,1,0,0,0,4
Ochotona curzoniae,0,0,1,0,0,0,4
Ochotona dauurica,0,0,1,0,0,0,4
Ochotona erythrotis,0,0,1,0,0,0,4
Ochotona forresti,0,0,1,0,0,0,4
Ochotona gloveri,0,0,1,0,0,0,4
Ochotona hoffmanni,0,0,1,0,0,0,4
Ochotona hyperborea,0,0,1,0,0,0,4
Ochotona koslowi,0,0,1,0,0,0,4
Ochotona ladacensis,0,0,1,0,0,0,4
Ochotona macrotis,0,0,1,0,0,0,4
Ochotona nubrica,0,0,1,0,0,0,4
Ochotona princeps,0,0,1,0,0,0,4
Ochotona pusilla,0,0,1,0,0,0,4
Ochotona roylei,0,0,1,0,0,0,4
Ochotona rufescens,0,0,1,0,0,0,4
Ochotona rutila,0,0,1,0,0,0,4
Ochotona thibetana,0,0,1,0,0,0,4
Ochotona thomasi,0,0,1,0,0,0,4
Ochotona turuchanensis,0,0,1,0,0,0,4
Ochrotomys nuttalli,0,0,1,0,0,0,4
Octodon bridgesi,0,0,1,0,0,0,4
Octodon degus,0,0,1,0,0,0,4
Octodon lunatus,0,0,1,0,0,0,4
Octodon pacificus,0,0,1,0,0,0,4
Octodontomys gliroides,0,0,1,0,0,0,4
Octomys mimax,0,0,1,0,0,0,4
Oecomys auyantepui,0,0,1,0,0,0,4
Oecomys bicolor,0,0,1,0,0,0,4
Oecomys catherinae,0,0,1,0,0,0,4
Oecomys cleberi,0,0,1,0,0,0,4
Oecomys concolor,0,0,1,0,0,0,4
Oecomys flavicans,0,0,1,0,0,0,4
Oecomys mamorae,0,0,1,0,0,0,4
Oecomys paricola,0,0,1,0,0,0,4
Oecomys phaeotis,0,0,1,0,0,0,4
Oecomys rex,0,0,1,0,0,0,4
Oecomys roberti,0,0,1,0,0,0,4
Oecomys rutilus,0,0,1,0,0,0,4
Oecomys speciosus,0,0,1,0,0,0,4
Oecomys superans,0,0,1,0,0,0,4
Oecomys trinitatis,0,0,1,0,0,0,4
Oenomys hypoxanthus,0,0,1,0,0,0,4
Oenomys ornatus,0,0,1,0,0,0,4
Olallamys albicauda,0,0,1,0,0,0,4
Olallamys edax,0,0,1,0,0,0,4
Oligoryzomys andinus,0,0,1,0,0,0,4
Oligoryzomys arenalis,0,0,1,0,0,0,4
Oligoryzomys brendae,0,0,1,0,0,0,4
Oligoryzomys chacoensis,0,0,1,0,0,0,4
Oligoryzomys delticola,0,0,1,0,0,0,4
Oligoryzomys destructor,0,0,1,0,0,0,4
Oligoryzomys eliurus,0,0,1,0,0,0,4
Oligoryzomys flavescens,0,0,1,0,0,0,4
Oligoryzomys fornesi,0,0,1,0,0,0,4
Oligoryzomys fulvescens,0,0,1,0,0,0,4
Oligoryzomys griseolus,0,0,1,0,0,0,4
Oligoryzomys longicaudatus,0,0,1,0,0,0,4
Oligoryzomys magellanicus,0,0,1,0,0,0,4
Oligoryzomys microtis,0,0,1,0,0,0,4
Oligoryzomys moojeni,0,0,1,0,0,0,4
Oligoryzomys nigripes,0,0,1,0,0,0,4
Oligoryzomys rupestris,0,0,1,0,0,0,4
Oligoryzomys stramineus,0,0,1,0,0,0,4
Oligoryzomys vegetus,0,0,1,0,0,0,4
Ondatra zibethicus,0,0,1,0,0,0,4
Onychogalea unguifera,1,0,0,0,0,0,1
Onychomys arenicola,0,0,1,0,0,0,4
Onychomys leucogaster,0,0,1,0,0,0,4
Onychomys torridus,0,0,1,0,0,0,4
Oreoryzomys balneator,0,0,1,0,0,0,4
Orthogeomys cavator,0,0,1,0,0,0,4
Orthogeomys cuniculus,0,0,1,0,0,0,4
Orthogeomys grandis,0,0,1,0,0,0,4
Orthogeomys heterodus,0,0,1,0,0,0,4
Orthogeomys hispidus,0,0,1,0,0,0,4
Orthogeomys underwoodi,0,0,1,0,0,0,4
Orycteropus afer,0,1,0,0,0,0,2
Oryzomys couesi,0,0,1,0,0,0,4
Oryzomys dimidiatus,0,0,1,0,0,0,4
Oryzomys gorgasi,0,0,1,0,0,0,4
Oryzomys palustris,0,0,1,0,0,0,4
Oryzorictes hova,0,1,0,0,0,0,2
Oryzorictes tetradactylus,0,1,0,0,0,0,2
Osgoodomys banderanus,0,0,1,0,0,0,4
Otocyon megalotis,0,0,0,0,0,1,9
Otolemur crassicaudatus,0,0,0,1,0,0,7
Otolemur garnettii,0,0,0,1,0,0,7
Otomops formosus,0,0,0,0,0,1,9
Otomops johnstonei,0,0,0,0,0,1,9
Otomops madagascariensis,0,0,0,0,0,1,9
Otomops martiensseni,0,0,0,0,0,1,9
Otomops papuensis,0,0,0,0,0,1,9
Otomops secundus,0,0,0,0,0,1,9
Otomops wroughtoni,0,0,0,0,0,1,9
Otomys anchietae,0,0,1,0,0,0,4
Otomys angoniensis,0,0,1,0,0,0,4
Otomys barbouri,0,0,1,0,0,0,4
Otomys burtoni,0,0,1,0,0,0,4
Otomys cuanzensis,0,0,1,0,0,0,4
Otomys denti,0,0,1,0,0,0,4
Otomys irroratus,0,0,1,0,0,0,4
Otomys lacustris,0,0,1,0,0,0,4
Otomys laminatus,0,0,1,0,0,0,4
Otomys occidentalis,0,0,1,0,0,0,4
Otomys sloggetti,0,0,1,0,0,0,4
Otomys tropicalis,0,0,1,0,0,0,4
Otomys typus,0,0,1,0,0,0,4
Otomys unisulcatus,0,0,1,0,0,0,4
Otonycteris hemprichii,0,0,0,0,0,1,9
Otonyctomys hatti,0,0,1,0,0,0,4
Otopteropus cartilagonodus,0,0,0,0,0,1,9
Ototylomys phyllotis,0,0,1,0,0,0,4
Ovis canadensis,0,0,0,0,0,1,9
Ovis orientalis,0,0,0,0,0,1,9
Oxymycterus amazonicus,0,0,1,0,0,0,4
Oxymycterus angularis,0,0,1,0,0,0,4
Oxymycterus caparoae,0,0,1,0,0,0,4
Oxymycterus dasytrichus,0,0,1,0,0,0,4
Oxymycterus delator,0,0,1,0,0,0,4
Oxymycterus hiska,0,0,1,0,0,0,4
Oxymycterus hispidus,0,0,1,0,0,0,4
Oxymycterus hucucha,0,0,1,0,0,0,4
Oxymycterus inca,0,0,1,0,0,0,4
Oxymycterus josei,0,0,1,0,0,0,4
Oxymycterus nasutus,0,0,1,0,0,0,4
Oxymycterus paramensis,0,0,1,0,0,0,4
Oxymycterus quaestor,0,0,1,0,0,0,4
Oxymycterus roberti,0,0,1,0,0,0,4
Oxymycterus rufus,0,0,1,0,0,0,4
Pachyuromys duprasi,0,0,1,0,0,0,4
Paguma larvata,0,0,0,0,0,1,9
Palawanomys furvus,0,0,1,0,0,0,4
Pan paniscus,0,0,0,1,0,0,7
Panthera pardus,0,0,0,0,0,1,9
Papagomys armandvillei,0,0,1,0,0,0,4
Papio anubis,0,0,0,1,0,0,7
Papio cynocephalus,0,0,0,1,0,0,7
Papio hamadryas,0,0,0,1,0,0,7
Papio papio,0,0,0,1,0,0,7
Papio ursinus,0,0,0,1,0,0,7
Pappogeomys bulleri,0,0,1,0,0,0,4
Paracrocidura graueri,0,0,0,0,1,0,8
Paracrocidura maxima,0,0,0,0,1,0,8
Paracrocidura schoutedeni,0,0,0,0,1,0,8
Paracynictis selousi,0,0,0,0,0,1,9
Paradipus ctenodactylus,0,0,1,0,0,0,4
Paradoxurus hermaphroditus,0,0,0,0,0,1,9
Paradoxurus jerdoni,0,0,0,0,0,1,9
Paradoxurus zeylonensis,0,0,0,0,0,1,9
Paraechinus aethiopicus,0,0,0,0,1,0,8
Paraechinus hypomelas,0,0,0,0,1,0,8
Paraechinus micropus,0,0,0,0,1,0,8
Paraechinus nudiventris,0,0,0,0,1,0,8
Parahydromys asper,0,0,1,0,0,0,4
Paraleptomys rufilatus,0,0,1,0,0,0,4
Paraleptomys wilhelmina,0,0,1,0,0,0,4
Paramelomys gressitti,0,0,1,0,0,0,4
Paramelomys levipes,0,0,1,0,0,0,4
Paramelomys lorentzii,0,0,1,0,0,0,4
Paramelomys mollis,0,0,1,0,0,0,4
Paramelomys moncktoni,0,0,1,0,0,0,4
Paramelomys naso,0,0,1,0,0,0,4
Paramelomys platyops,0,0,1,0,0,0,4
Paramelomys rubex,0,0,1,0,0,0,4
Paramelomys steini,0,0,1,0,0,0,4
Paranyctimene raptor,0,0,0,0,0,1,9
Paranyctimene tenax,0,0,0,0,0,1,9
Parascalops breweri,0,0,0,0,1,0,8
Parascaptor leucura,0,0,0,0,1,0,8
Paraxerus alexandri,0,0,1,0,0,0,4
Paraxerus boehmi,0,0,1,0,0,0,4
Paraxerus cepapi,0,0,1,0,0,0,4
Paraxerus cooperi,0,0,1,0,0,0,4
Paraxerus flavovittis,0,0,1,0,0,0,4
Paraxerus lucifer,0,0,1,0,0,0,4
Paraxerus ochraceus,0,0,1,0,0,0,4
Paraxerus palliatus,0,0,1,0,0,0,4
Paraxerus poensis,0,0,1,0,0,0,4
Paraxerus vexillarius,0,0,1,0,0,0,4
Paraxerus vincenti,0,0,1,0,0,0,4
Pardofelis marmorata,0,0,0,0,0,1,9
Parotomys brantsii,0,0,1,0,0,0,4
Parotomys littledalei,0,0,1,0,0,0,4
Paruromys dominator,0,0,1,0,0,0,4
Pattonomys occasius,0,0,1,0,0,0,4
Pattonomys semivillosus,0,0,1,0,0,0,4
Paulamys naso,0,0,1,0,0,0,4
Pecari tajacu,0,0,0,0,0,1,9
Pectinator spekei,0,0,1,0,0,0,4
Pedetes capensis,0,0,1,0,0,0,4
Pedetes surdaster,0,0,1,0,0,0,4
Pelomys campanae,0,0,1,0,0,0,4
Pelomys fallax,0,0,1,0,0,0,4
Pelomys hopkinsi,0,0,1,0,0,0,4
Pelomys isseli,0,0,1,0,0,0,4
Pelomys minor,0,0,1,0,0,0,4
Penthetor lucasi,0,0,0,0,0,1,9
Perameles nasuta,1,0,0,0,0,0,1
Perodicticus potto,0,0,0,1,0,0,7
Perognathus amplus,0,0,1,0,0,0,4
Perognathus fasciatus,0,0,1,0,0,0,4
Perognathus flavescens,0,0,1,0,0,0,4
Perognathus flavus,0,0,1,0,0,0,4
Perognathus inornatus,0,0,1,0,0,0,4
Perognathus longimembris,0,0,1,0,0,0,4
Perognathus merriami,0,0,1,0,0,0,4
Perognathus parvus,0,0,1,0,0,0,4
Peromyscus attwateri,0,0,1,0,0,0,4
Peromyscus aztecus,0,0,1,0,0,0,4
Peromyscus beatae,0,0,1,0,0,0,4
Peromyscus boylii,0,0,1,0,0,0,4
Peromyscus bullatus,0,0,1,0,0,0,4
Peromyscus californicus,0,0,1,0,0,0,4
Peromyscus caniceps,0,0,1,0,0,0,4
Peromyscus crinitus,0,0,1,0,0,0,4
Peromyscus dickeyi,0,0,1,0,0,0,4
Peromyscus difficilis,0,0,1,0,0,0,4
Peromyscus eremicus,0,0,1,0,0,0,4
Peromyscus eva,0,0,1,0,0,0,4
Peromyscus fraterculus,0,0,1,0,0,0,4
Peromyscus furvus,0,0,1,0,0,0,4
Peromyscus gossypinus,0,0,1,0,0,0,4
Peromyscus grandis,0,0,1,0,0,0,4
Peromyscus gratus,0,0,1,0,0,0,4
Peromyscus guatemalensis,0,0,1,0,0,0,4
Peromyscus gymnotis,0,0,1,0,0,0,4
Peromyscus hooperi,0,0,1,0,0,0,4
Peromyscus hylocetes,0,0,1,0,0,0,4
Peromyscus interparietalis,0,0,1,0,0,0,4
Peromyscus keeni,0,0,1,0,0,0,4
Peromyscus leucopus,0,0,1,0,0,0,4
Peromyscus levipes,0,0,1,0,0,0,4
Peromyscus madrensis,0,0,1,0,0,0,4
Peromyscus maniculatus,0,0,1,0,0,0,4
Peromyscus mayensis,0,0,1,0,0,0,4
Peromyscus megalops,0,0,1,0,0,0,4
Peromyscus melanocarpus,0,0,1,0,0,0,4
Peromyscus melanophrys,0,0,1,0,0,0,4
