binomial,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
Rattus timorensis,381.320031353314,156.8354333,DD,Omnivore,RODENTIA
Rattus tiomanicus,1495112.48253841,119.29,LC,Omnivore,RODENTIA
Rattus tunneyi,762535.618688315,169.29,LC,Omnivore,RODENTIA
Rattus vandeuseni,2014.70664594152,67.24,EN,Omnivore,RODENTIA
Rattus verecundus,152812.926437564,97.02,LC,Omnivore,RODENTIA
Rattus villosissimus,2155750.14438903,221.76,LC,Omnivore,RODENTIA
Rattus xanthurus,15866.8337228772,303,NT,Herbivore,RODENTIA
Ratufa affinis,1335699.56516681,1155.82,NT,Herbivore,RODENTIA
Ratufa bicolor,2557025.45608027,1609.08,NT,Herbivore,RODENTIA
Ratufa indica,355292.136820054,1060,LC,Omnivore,RODENTIA
Ratufa macroura,31799.48883456,1326.24,NT,Omnivore,RODENTIA
Redunca arundinum,4763442.97755547,58059.24,LC,Herbivore,CETARTIODACTYLA
Redunca fulvorufula,1044828.94198517,29352.66,EN,Herbivore,CETARTIODACTYLA
Redunca redunca,5901393.23228288,43288.95,LC,Herbivore,CETARTIODACTYLA
Reithrodon auritus,1191445.42870019,79.73,LC,Herbivore,RODENTIA
Reithrodon typicus,309301.237417379,50,LC,Herbivore,RODENTIA
Reithrodontomys bakeri,4888.35166383255,15.87621084,EN,Herbivore,RODENTIA
Reithrodontomys brevirostris,20841.4348570303,12.9,LC,Herbivore,RODENTIA
Reithrodontomys burti,51583.3085626884,20,DD,Herbivore,RODENTIA
Reithrodontomys chrysopsis,53802.4068521143,19,LC,Herbivore,RODENTIA
Reithrodontomys creper,12286.3797151208,22.8,LC,Herbivore,RODENTIA
Reithrodontomys darienensis,43587.4127415792,12.99,LC,Herbivore,RODENTIA
Reithrodontomys fulvescens,2632629.7227209,11.55,LC,Omnivore,RODENTIA
Reithrodontomys gracilis,325050.230288821,12.47,LC,Herbivore,RODENTIA
Reithrodontomys hirsutus,9699.53306434229,20,VU,Herbivore,RODENTIA
Reithrodontomys humulis,1296370.65418271,8.25,LC,Omnivore,RODENTIA
Reithrodontomys megalotis,5116788.75595331,10.72,LC,Omnivore,RODENTIA
Reithrodontomys mexicanus,540022.717770123,15.71,LC,Herbivore,RODENTIA
Reithrodontomys microdon,77649.9841860458,20,LC,Herbivore,RODENTIA
Reithrodontomys montanus,1846897.39883649,10.9,LC,Omnivore,RODENTIA
Reithrodontomys paradoxus,236.339841020373,15.87621084,DD,Herbivore,RODENTIA
Reithrodontomys raviventris,906.148550434978,10.95,EN,Herbivore,RODENTIA
Reithrodontomys rodriguezi,1719.80241051539,23.21800602,LC,Herbivore,RODENTIA
Reithrodontomys spectabilis,488.275018314581,20.19,CR,Herbivore,RODENTIA
Reithrodontomys sumichrasti,328552.258277017,19,LC,Herbivore,RODENTIA
Reithrodontomys tenuirostris,13659.6361470159,20,VU,Herbivore,RODENTIA
Reithrodontomys zacatecae,211192.084055048,11,LC,Herbivore,RODENTIA
Rhabdomys pumilio,3275619.87689061,40.73,LC,Omnivore,RODENTIA
Rhagomys longilingua,2294.23102011275,21.2,LC,Omnivore,RODENTIA
Rhagomys rufescens,119221.132501199,21.2,NT,Omnivore,RODENTIA
Rheithrosciurus macrotis,732598.545460939,1353.27,VU,Herbivore,RODENTIA
Rheomys mexicanus,4237.40649047975,40,EN,Insectivore,RODENTIA
Rheomys raptor,12331.4400211019,38,LC,Insectivore,RODENTIA
Rheomys thomasi,24193.6560436065,40,NT,Carnivore,RODENTIA
Rheomys underwoodi,5344.81473689516,36.8046878,LC,Insectivore,RODENTIA
Rhinoceros sondaicus,246.042298264833,1750000,CR,Herbivore,PERISSODACTYLA
Rhinoceros unicornis,2240.43355626503,1843656,VU,Herbivore,PERISSODACTYLA
Rhinolophus acuminatus,1077274.56961302,12.1,LC,Insectivore,CHIROPTERA
Rhinolophus adami,312.018959751939,11.14952381,DD,Insectivore,CHIROPTERA
Rhinolophus affinis,5505761.92439153,13.7,LC,Insectivore,CHIROPTERA
Rhinolophus alcyone,2625737.46629513,18.62,LC,Insectivore,CHIROPTERA
Rhinolophus arcuatus,352720.811365117,8.98,LC,Insectivore,CHIROPTERA
Rhinolophus beddomei,186306.708727369,11.14952381,LC,Insectivore,CHIROPTERA
Rhinolophus blasii,3410469.75816189,10.29,LC,Insectivore,CHIROPTERA
Rhinolophus bocharicus,924906.686302303,15.05,LC,Insectivore,CHIROPTERA
Rhinolophus borneensis,743699.489527291,11.14952381,LC,Insectivore,CHIROPTERA
Rhinolophus canuti,5517.14067658261,11.14952381,VU,Insectivore,CHIROPTERA
Rhinolophus capensis,242616.9265788,12.87,LC,Insectivore,CHIROPTERA
Rhinolophus celebensis,308233.828388377,11.14952381,LC,Insectivore,CHIROPTERA
Rhinolophus clivosus,3660087.24560737,11.14952381,LC,Insectivore,CHIROPTERA
Rhinolophus coelophyllus,426055.556502922,7.07,LC,Insectivore,CHIROPTERA
Rhinolophus cognatus,2760.78334605791,11.14952381,EN,Insectivore,CHIROPTERA
Rhinolophus convexus,7650.7185440839,11.14952381,DD,Insectivore,CHIROPTERA
Rhinolophus creaghi,161673.082404084,11.14952381,LC,Insectivore,CHIROPTERA
Rhinolophus darlingi,1359694.63391192,8.94,LC,Insectivore,CHIROPTERA
Rhinolophus deckenii,158200.093365008,11.14952381,NT,Insectivore,CHIROPTERA
Rhinolophus denti,1704313.39175851,6.3,LC,Insectivore,CHIROPTERA
Rhinolophus eloquens,711905.590745251,19.15,LC,Insectivore,CHIROPTERA
Rhinolophus euryale,2891416.14394722,9.25,NT,Insectivore,CHIROPTERA
Rhinolophus euryotis,878068.703284474,14.3,LC,Insectivore,CHIROPTERA
Rhinolophus ferrumequinum,9747305.41193964,22.59,LC,Insectivore,CHIROPTERA
Rhinolophus formosae,30583.7253469319,11.14952381,NT,Insectivore,CHIROPTERA
Rhinolophus fumigatus,8362979.95321432,13.09,LC,Insectivore,CHIROPTERA
Rhinolophus guineensis,180710.347473901,11.14952381,VU,Insectivore,CHIROPTERA
Rhinolophus hilli,122.032714443763,13.6,CR,Insectivore,CHIROPTERA
Rhinolophus hillorum,26578.0609336741,11.14952381,NT,Insectivore,CHIROPTERA
Rhinolophus hipposideros,6258775.83084642,4.57,LC,Insectivore,CHIROPTERA
Rhinolophus inops,137806.442283056,13.65,LC,Insectivore,CHIROPTERA
Rhinolophus keyensis,53599.1899590545,6.26,DD,Insectivore,CHIROPTERA
Rhinolophus landeri,12121963.6337955,9.39,LC,Insectivore,CHIROPTERA
Rhinolophus lepidus,3509104.56611489,5.46,LC,Insectivore,CHIROPTERA
Rhinolophus luctus,6782397.62882527,34.07,LC,Insectivore,CHIROPTERA
Rhinolophus maclaudi,8188.63107974895,11.14952381,EN,Insectivore,CHIROPTERA
Rhinolophus macrotis,2338402.3883832,6.18,LC,Insectivore,CHIROPTERA
Rhinolophus madurensis,4927.496351293,11.14952381,VU,Insectivore,CHIROPTERA
Rhinolophus maendeleo,2698.27080337799,11.14952381,DD,Insectivore,CHIROPTERA
Rhinolophus malayanus,1538877.15304688,6.73,LC,Insectivore,CHIROPTERA
Rhinolophus marshalli,652656.746368228,5.02,LC,Insectivore,CHIROPTERA
Rhinolophus megaphyllus,876538.651171263,10.17,LC,Insectivore,CHIROPTERA
Rhinolophus mehelyi,1974524.59222354,14.03,VU,Insectivore,CHIROPTERA
Rhinolophus mitratus,94.801892510477,11.14952381,DD,Insectivore,CHIROPTERA
Rhinolophus montanus,71.2818412352927,11.14952381,EN,Insectivore,CHIROPTERA
Rhinolophus nereis,1538.19041959523,11.14952381,DD,Insectivore,CHIROPTERA
Rhinolophus osgoodi,135.467808728846,11.14952381,DD,Insectivore,CHIROPTERA
Rhinolophus paradoxolophus,421957.774288581,8.17,LC,Insectivore,CHIROPTERA
Rhinolophus pearsonii,3176330.24966728,11.55,LC,Insectivore,CHIROPTERA
Rhinolophus philippinensis,247505.546794322,10.91,LC,Insectivore,CHIROPTERA
Rhinolophus pusillus,3927851.17419579,5.15,LC,Insectivore,CHIROPTERA
Rhinolophus rex,52810.6708917665,11.14952381,LC,Insectivore,CHIROPTERA
Rhinolophus robinsoni,47297.5515462164,8.54,NT,Insectivore,CHIROPTERA
Rhinolophus rouxii,864096.202068461,12.25,LC,Insectivore,CHIROPTERA
Rhinolophus rufus,34730.1760878661,11.14952381,NT,Insectivore,CHIROPTERA
Rhinolophus ruwenzorii,24862.8045125122,11.14952381,VU,Insectivore,CHIROPTERA
Rhinolophus sakejiensis,306.916045886356,11.14952381,DD,Insectivore,CHIROPTERA
Rhinolophus sedulus,805437.73009836,8.74,NT,Insectivore,CHIROPTERA
Rhinolophus shameli,766458.644855074,9.61,LC,Insectivore,CHIROPTERA
Rhinolophus shortridgei,1728416.9020125,11.14952381,LC,Insectivore,CHIROPTERA
Rhinolophus siamensis,310607.577740885,11.14952381,LC,Insectivore,CHIROPTERA
Rhinolophus silvestris,136275.249088203,11.14952381,DD,Insectivore,CHIROPTERA
Rhinolophus simulator,1911291.86812649,8.13,LC,Insectivore,CHIROPTERA
Rhinolophus sinicus,2168997.1053267,11.14952381,LC,Insectivore,CHIROPTERA
Rhinolophus stheno,2203369.31019233,7.92,LC,Insectivore,CHIROPTERA
Rhinolophus subbadius,76243.1719585481,11.14952381,LC,Insectivore,CHIROPTERA
Rhinolophus subrufus,217835.51507725,11.14952381,DD,Insectivore,CHIROPTERA
Rhinolophus swinnyi,1347758.54007054,7.07,LC,Insectivore,CHIROPTERA
Rhinolophus thomasi,1407378.20577368,8.26,LC,Insectivore,CHIROPTERA
Rhinolophus trifoliatus,1344638.62863123,15.16,LC,Insectivore,CHIROPTERA
Rhinolophus virgo,281698.634645645,6.06,LC,Insectivore,CHIROPTERA
Rhinolophus yunanensis,401249.24804437,19.33,LC,Insectivore,CHIROPTERA
Rhinolophus ziama,2475.40319844413,11.14952381,EN,Insectivore,CHIROPTERA
Rhinonicteris aurantia,747485.66224725,8.99,LC,Insectivore,CHIROPTERA
Rhinophylla alethina,125700.978941306,9.59,NT,Herbivore,CHIROPTERA
Rhinophylla fischerae,4564653.78490974,9.6,LC,Herbivore,CHIROPTERA
Rhinophylla pumilio,8334315.24181493,9.58,LC,Omnivore,CHIROPTERA
Rhinopithecus avunculus,10209.6382777356,9086.19,CR,Herbivore,PRIMATES
Rhinopithecus bieti,29673.8017248375,11000.54,EN,Herbivore,PRIMATES
Rhinopithecus brelichi,502.964472187622,12267.15,EN,Herbivore,PRIMATES
Rhinopithecus roxellana,310252.178995174,13456.8,EN,Omnivore,PRIMATES
Rhinopithecus strykeri,203.43462933845,11452.67,CR,NotAssigned,PRIMATES
Rhinopoma hadramauticum,231.429906136555,9.13,EN,NotAssigned,CHIROPTERA
Rhinopoma hardwickii,16942937.4668199,13.1,LC,Insectivore,CHIROPTERA
Rhinopoma microphyllum,7150685.15676879,28.02,LC,Insectivore,CHIROPTERA
Rhinopoma muscatellum,447124.573125601,9.13,LC,Insectivore,CHIROPTERA
Rhinosciurus laticaudatus,911388.225775791,230.3,NT,Omnivore,RODENTIA
Rhipidomys austrinus,138614.186704068,89,LC,Omnivore,RODENTIA
Rhipidomys cariri,6378.58251524278,76.24098976,DD,Omnivore,RODENTIA
Rhipidomys caucensis,39005.8616513434,89,DD,Omnivore,RODENTIA
Rhipidomys couesi,144541.232682056,89,LC,Omnivore,RODENTIA
Rhipidomys emiliae,698505.618971816,46.25861204,LC,Omnivore,RODENTIA
Rhipidomys fulviventer,52004.6612104801,89,LC,Omnivore,RODENTIA
Rhipidomys gardneri,152165.929794822,76.24098976,LC,Omnivore,RODENTIA
Rhipidomys latimanus,157706.168689255,57.5,LC,Omnivore,RODENTIA
Rhipidomys leucodactylus,4402209.31244626,80,LC,Omnivore,RODENTIA
Rhipidomys macconnelli,189757.686191721,41.59,LC,Omnivore,RODENTIA
Rhipidomys macrurus,1565931.64073053,46.25861204,LC,Omnivore,RODENTIA
Rhipidomys mastacalis,633285.531726643,100,LC,Omnivore,RODENTIA
Rhipidomys modicus,74242.5239273382,46.25861204,LC,Omnivore,RODENTIA
Rhipidomys nitela,1447250.07932134,89,LC,Omnivore,RODENTIA
Rhipidomys ochrogaster,7579.27426961132,89,DD,Omnivore,RODENTIA
Rhipidomys venezuelae,172678.31798322,89.99,LC,Omnivore,RODENTIA
Rhipidomys venustus,8414.41841326547,89,LC,Omnivore,RODENTIA
Rhipidomys wetzeli,138914.107973426,89,LC,Omnivore,RODENTIA
Rhizomys pruinosus,2359273.98894007,2450,LC,Herbivore,RODENTIA
Rhizomys sinensis,2057627.57449869,82.495,LC,Herbivore,RODENTIA
Rhizomys sumatrensis,1372330.12090827,2500,LC,Herbivore,RODENTIA
Rhogeessa aeneus,144231.539776937,4.233333333,LC,Insectivore,CHIROPTERA
Rhogeessa alleni,261934.220477695,4.233333333,LC,Insectivore,CHIROPTERA
Rhogeessa genowaysi,913.21881352835,4.233333333,EN,Insectivore,CHIROPTERA
Rhogeessa gracilis,178177.405691958,4.233333333,LC,Insectivore,CHIROPTERA
Rhogeessa hussoni,548595.78342442,4.233333333,DD,Insectivore,CHIROPTERA
Rhogeessa io,4609642.05950269,4.233333333,LC,Insectivore,CHIROPTERA
Rhogeessa minutilla,663829.689321859,3.75,VU,Insectivore,CHIROPTERA
Rhogeessa mira,3345.67658139557,4.233333333,VU,Insectivore,CHIROPTERA
Rhogeessa parvula,448909.734076037,4.37,LC,Insectivore,CHIROPTERA
Rhogeessa tumida,462223.486905852,4.58,LC,Insectivore,CHIROPTERA
Rhombomys opimus,4585909.60400787,285,LC,Herbivore,RODENTIA
Rhynchocyon chrysopygus,3574.33027384571,535.2,EN,Insectivore,MACROSCELIDEA
Rhynchocyon cirnei,1130816.3579144,424.92,LC,Insectivore,MACROSCELIDEA
Rhynchocyon petersi,31086.2753413111,423.99,LC,Carnivore,MACROSCELIDEA
Rhynchocyon udzungwensis,320.401942372929,711,VU,Carnivore,MACROSCELIDEA
Rhynchogale melleri,2204394.16972847,2240.33,LC,Omnivore,CARNIVORA
Rhyncholestes raphanurus,41002.2282339104,21.94,NT,Omnivore,PAUCITUBERCULATA
Rhynchomeles prattorum,231.14475926387,602.2906,EN,Omnivore,PERAMELEMORPHIA
Rhynchomys banahao,61.7338370818005,154.645,LC,Insectivore,RODENTIA
Rhynchomys isarogensis,321.271138590211,122.29,VU,Insectivore,RODENTIA
Rhynchomys soricoides,4215.02628971269,187,NT,Insectivore,RODENTIA
Rhynchomys tapulao,61.5961470271812,154.645,DD,Insectivore,RODENTIA
Rhynchonycteris naso,11508828.0729504,4.14,LC,Insectivore,CHIROPTERA
Romerolagus diazi,452.983991848991,465.58,EN,Herbivore,LAGOMORPHA
Rousettus aegyptiacus,4071364.74892827,134,LC,Herbivore,CHIROPTERA
Rousettus amplexicaudatus,4281498.88595909,74.37,LC,Herbivore,CHIROPTERA
Rousettus bidens,154150.116616976,83.0575,VU,Herbivore,CHIROPTERA
Rousettus celebensis,181192.803127528,63.07,LC,Herbivore,CHIROPTERA
Rousettus lanosus,209036.865930299,104.78,LC,Herbivore,CHIROPTERA
Rousettus leschenaultii,6764789.8550152,84.88,LC,Herbivore,CHIROPTERA
Rousettus linduensis,40.188183956521,83.0575,DD,Herbivore,CHIROPTERA
Rousettus madagascariensis,292740.754639741,65.72,NT,Herbivore,CHIROPTERA
Rousettus obliviosus,1667.12482477839,45.32,VU,Herbivore,CHIROPTERA
Rousettus spinalatus,71653.5307628111,92.32,VU,Herbivore,CHIROPTERA
Rubrisciurus rubriventer,169893.702115538,685,VU,Herbivore,RODENTIA
Rucervus duvaucelii,34612.8495398717,171223.9,VU,Herbivore,CETARTIODACTYLA
Rucervus eldii,83737.1257505429,95471.61,EN,Herbivore,CETARTIODACTYLA
Rungwecebus kipunji,71.0605736944011,13,CR,Herbivore,PRIMATES
Rupicapra pyrenaica,15121.5424709569,29999.99,LC,Herbivore,CETARTIODACTYLA
Rupicapra rupicapra,276838.179630046,33266.35,LC,Herbivore,CETARTIODACTYLA
Rusa alfredi,1689.089830648,46475.04,EN,Herbivore,CETARTIODACTYLA
Rusa marianna,106202.822641818,49457.61,VU,Herbivore,CETARTIODACTYLA
Rusa timorensis,11319.645284778,66375.5,VU,Herbivore,CETARTIODACTYLA
Rusa unicolor,7570387.84414694,177522.9,VU,Herbivore,CETARTIODACTYLA
Ruwenzorisorex suncoides,22305.7886974755,18.2,VU,Insectivore,EULIPOTYPHLA
Saccolaimus flaviventris,6052093.15724635,45.25,LC,Insectivore,CHIROPTERA
Saccolaimus mixtus,53569.4573249734,47.2,NT,Insectivore,CHIROPTERA
Saccolaimus peli,1954568.54852753,53.35,LC,Insectivore,CHIROPTERA
Saccolaimus saccolaimus,1664170.15333573,43,LC,Insectivore,CHIROPTERA
Saccopteryx antioquensis,3092.04632737609,5.745,EN,Insectivore,CHIROPTERA
Saccopteryx bilineata,12632094.5870449,8.08,LC,Insectivore,CHIROPTERA
Saccopteryx canescens,6384043.26586756,3.41,LC,Insectivore,CHIROPTERA
Saccopteryx gymnura,782165.266843997,5.745,DD,Insectivore,CHIROPTERA
Saccopteryx leptura,12289438.1646368,5.745,LC,Insectivore,CHIROPTERA
Saccostomus campestris,5347600.52861813,50.33,LC,Omnivore,RODENTIA
Saccostomus mearnsi,667846.485687921,64.91,LC,Omnivore,RODENTIA
Saguinus bicolor,10128.7557091964,465,EN,Omnivore,PRIMATES
Saguinus fuscicollis,1725223.21205663,393.99,LC,Omnivore,PRIMATES
Saguinus geoffroyi,75237.5572397931,492.5,LC,Omnivore,PRIMATES
Saguinus imperator,234320.971240853,407.91,LC,Omnivore,PRIMATES
Saguinus inustus,380754.739975542,803,LC,Omnivore,PRIMATES
Saguinus labiatus,286447.292731048,508.46,LC,Omnivore,PRIMATES
Saguinus leucopus,56861.6379924862,456.68,EN,Omnivore,PRIMATES
Saguinus martinsi,42109.1627916517,430,LC,Omnivore,PRIMATES
Saguinus melanoleucus,59668.4952702899,350,LC,Omnivore,PRIMATES
Saguinus midas,863250.670771204,540.56,LC,Omnivore,PRIMATES
Saguinus mystax,589295.45799699,555.87,LC,Omnivore,PRIMATES
Saguinus niger,587681.039014279,480,VU,Omnivore,PRIMATES
Saguinus nigricollis,213424.060059846,450,LC,Omnivore,PRIMATES
Saguinus oedipus,52110.7113012753,462.04,CR,Omnivore,PRIMATES
Saguinus tripartitus,25699.9515491075,385.05,NT,Omnivore,PRIMATES
Saiga tatarica,765808.632666604,37734.01,CR,Herbivore,CETARTIODACTYLA
Saimiri boliviensis,1373871.99525401,799.45,LC,Omnivore,PRIMATES
Saimiri oerstedii,7301.9925584523,714.18,VU,Omnivore,PRIMATES
Saimiri sciureus,4419827.81601532,749.47,LC,Omnivore,PRIMATES
Saimiri ustus,876710.439430591,886.47,NT,Omnivore,PRIMATES
Saimiri vanzolinii,2930.59040036325,783.77,VU,Omnivore,PRIMATES
Salanoia concolor,18642.9115969235,711.49,VU,Omnivore,CARNIVORA
Salinomys delicatus,41064.4291580865,11.75,DD,Omnivore,RODENTIA
Salpingotulus michaelis,2228.41013451247,3.75,DD,Herbivore,RODENTIA
Salpingotus crassicauda,1359343.33421929,9.65,LC,Omnivore,RODENTIA
Salpingotus heptneri,14446.6784366299,9.65,DD,Omnivore,RODENTIA
Salpingotus kozlovi,1541055.81713815,9.5,LC,Omnivore,RODENTIA
Salpingotus pallidus,55476.22822626,9.8,DD,Omnivore,RODENTIA
Santamartamys rufodorsalis,89.5228536773288,148,CR,Herbivore,RODENTIA
Sapajus flavius,38931.4359769224,2920,CR,NotAssigned,PRIMATES
Sarcophilus harrisii,64284.1346932456,8202.25,EN,Carnivore,DASYUROMORPHIA
Sauromys petrophilus,728211.763675603,14.25,LC,Insectivore,CHIROPTERA
Saxatilomys paulinae,2405.69427908912,141.0605074,DD,Insectivore,RODENTIA
Scalopus aquaticus,3460699.82483593,87.15,LC,Omnivore,EULIPOTYPHLA
Scapanulus oweni,345005.270532346,36.64,LC,Insectivore,EULIPOTYPHLA
Scapanus latimanus,327075.367549307,62.46,LC,Omnivore,EULIPOTYPHLA
Scapanus orarius,351190.271330663,62.13,LC,Insectivore,EULIPOTYPHLA
Scapanus townsendii,116640.445949749,141.7,LC,Insectivore,EULIPOTYPHLA
Scapteromys aquaticus,260143.400381225,112,LC,Omnivore,RODENTIA
Scapteromys tumidus,258565.206364153,146,LC,Omnivore,RODENTIA
Scaptochirus moschatus,1175677.18665178,90.51,LC,Insectivore,EULIPOTYPHLA
Scaptonyx fusicaudus,892175.949802913,19.41,LC,Insectivore,EULIPOTYPHLA
Sciurillus pusillus,851543.501395103,34.91,DD,Herbivore,RODENTIA
Sciurocheirus alleni,95558.8922152664,320,LC,Omnivore,PRIMATES
Sciurocheirus gabonensis,680398.846059674,350,LC,Omnivore,PRIMATES
Sciurotamias davidianus,1330267.36158937,433.51,LC,Herbivore,RODENTIA
Sciurotamias forresti,312768.841368273,433.51,LC,Herbivore,RODENTIA
Sciurus aberti,270387.704618195,622.95,LC,Herbivore,RODENTIA
Sciurus aestuans,6940395.07108259,177.34,LC,Herbivore,RODENTIA
Sciurus alleni,48935.0323031615,465.14,LC,Herbivore,RODENTIA
Sciurus anomalus,614325.229516492,335.3,LC,Herbivore,RODENTIA
Sciurus arizonensis,39247.1517883206,646.99,DD,Herbivore,RODENTIA
Sciurus aureogaster,620607.698095061,455.57,LC,Herbivore,RODENTIA
Sciurus carolinensis,4080719.92445122,545.4,LC,Herbivore,RODENTIA
Sciurus colliaei,81302.0415098864,498,LC,Herbivore,RODENTIA
Sciurus deppei,694996.560833447,249.5,LC,Herbivore,RODENTIA
Sciurus flammifer,121714.653346619,4293,DD,Herbivore,RODENTIA
Sciurus gilvigularis,1272882.53640352,803,DD,Herbivore,RODENTIA
Sciurus granatensis,988528.297077656,318.44,LC,Herbivore,RODENTIA
Sciurus griseus,376963.853547044,703.85,LC,Herbivore,RODENTIA
Sciurus ignitus,1498584.10329874,190,DD,Herbivore,RODENTIA
Sciurus igniventris,2711191.67273482,700,LC,Herbivore,RODENTIA
Sciurus lis,214979.466328893,264.3,LC,Herbivore,RODENTIA
Sciurus nayaritensis,249137.653087863,697,LC,Herbivore,RODENTIA
Sciurus niger,4360630.2408968,761.9,LC,Herbivore,RODENTIA
Sciurus oculatus,101820.662839365,649.98,LC,Herbivore,RODENTIA
Sciurus pucheranii,169962.005300114,803,DD,Herbivore,RODENTIA
Sciurus pyrrhinus,26412.189922421,482,DD,Herbivore,RODENTIA
Sciurus richmondi,21022.3485006059,237.51,NT,Herbivore,RODENTIA
Sciurus sanborni,48843.1442971962,136,DD,Herbivore,RODENTIA
Sciurus spadiceus,3247882.97700772,403.32,LC,Herbivore,RODENTIA
Sciurus stramineus,156433.128330976,433.3,LC,Herbivore,RODENTIA
Sciurus variegatoides,392638.553865513,485,LC,Herbivore,RODENTIA
Sciurus vulgaris,19900037.339664,333,LC,Herbivore,RODENTIA
Sciurus yucatanensis,194232.524435899,225,LC,Herbivore,RODENTIA
Scleronycteris ega,974407.47061149,49.54,DD,Omnivore,CHIROPTERA
Scolomys melanops,100718.940952652,26.5,LC,Omnivore,RODENTIA
Scolomys ucayalensis,197626.023173463,26.5,LC,Omnivore,RODENTIA
Scoteanax rueppellii,301736.576150529,26.41,LC,Insectivore,CHIROPTERA
Scotinomys teguina,129224.410321997,11.59,LC,Insectivore,RODENTIA
Scotinomys xerampelinus,5119.33286007635,15.07,LC,Insectivore,RODENTIA
Scotoecus albofuscus,3070905.37328298,4.5,DD,Insectivore,CHIROPTERA
Scotoecus hirundo,4915941.85607063,8.45,LC,Insectivore,CHIROPTERA
Scotoecus pallidus,138561.93070536,6.475,LC,Insectivore,CHIROPTERA
Scotomanes ornatus,2690534.11261096,22.24,LC,Insectivore,CHIROPTERA
Scotonycteris ophiodon,387479.534918642,69.42,NT,Herbivore,CHIROPTERA
Scotonycteris zenkeri,2023614.93399945,21.3,LC,Herbivore,CHIROPTERA
Scotophilus celebensis,169338.945235972,24.74625,DD,Insectivore,CHIROPTERA
Scotophilus collinus,210159.194687064,24.74625,LC,Insectivore,CHIROPTERA
Scotophilus dinganii,10950619.6210703,25.12,LC,Insectivore,CHIROPTERA
Scotophilus heathii,5742588.26906469,36.13,LC,Insectivore,CHIROPTERA
Scotophilus kuhlii,5226237.73656755,20.31,LC,Insectivore,CHIROPTERA
Scotophilus leucogaster,5052562.2224977,20.24,LC,Insectivore,CHIROPTERA
Scotophilus marovaza,75613.2321821522,24.74625,LC,Insectivore,CHIROPTERA
Scotophilus nigrita,2195100.12831153,27.34,LC,Insectivore,CHIROPTERA
Scotophilus nucella,48895.5960324421,24.74625,DD,Insectivore,CHIROPTERA
Scotophilus nux,951662.142632382,30,LC,Insectivore,CHIROPTERA
Scotophilus robustus,398697.946397798,24.74625,LC,Insectivore,CHIROPTERA
Scotophilus tandrefana,46302.4747177323,24.74625,DD,Insectivore,CHIROPTERA
Scotophilus viridis,4639208.23113977,19.81,LC,Insectivore,CHIROPTERA
Scotorepens balstoni,4980250.10560101,11.92,LC,Insectivore,CHIROPTERA
Scotorepens greyii,4064788.84624085,10,LC,Insectivore,CHIROPTERA
Scotorepens orion,264662.659574861,11.83,LC,Insectivore,CHIROPTERA
Scotorepens sanborni,702866.897054231,8.13,LC,Insectivore,CHIROPTERA
Scotozous dormeri,1579642.3892314,6.79,LC,Insectivore,CHIROPTERA
Scutisorex somereni,434028.615629225,91.49,LC,Omnivore,EULIPOTYPHLA
Sekeetamys calurus,200686.833196441,56.61,LC,Herbivore,RODENTIA
Selevinia betpakdalaensis,148695.759936287,17.12,DD,Insectivore,RODENTIA
Semnopithecus ajax,1520.50350883821,17200,EN,Herbivore,PRIMATES
Semnopithecus dussumieri,1144737.76463589,17200,LC,Herbivore,PRIMATES
Semnopithecus entellus,545830.420492288,12679.29,LC,Herbivore,PRIMATES
Semnopithecus hector,101204.43655778,17200,NT,Herbivore,PRIMATES
Semnopithecus hypoleucos,13360.6832352995,10026.65,VU,Herbivore,PRIMATES
Semnopithecus priam,238783.549832545,17200,NT,Herbivore,PRIMATES
Semnopithecus schistaceus,311704.25392525,19800,LC,Herbivore,PRIMATES
Setifer setosus,590831.629426963,263.22,LC,Insectivore,AFROSORICIDA
Setonix brachyurus,18067.2360033503,3027.67,VU,Herbivore,DIPROTODONTIA
Sicista armenica,64.1061579407322,61.83099239,EN,Omnivore,RODENTIA
Sicista betulina,6815279.94325585,8.92,LC,Omnivore,RODENTIA
Sicista caucasica,6727.32969057582,10,VU,Omnivore,RODENTIA
Sicista caudata,231158.289327922,28.79945178,DD,Herbivore,RODENTIA
Sicista concolor,527987.061080532,7,LC,Herbivore,RODENTIA
Sicista kazbegica,3375.93250217692,61.83099239,EN,Omnivore,RODENTIA
Sicista kluchorica,7368.93330871055,61.83099239,LC,Omnivore,RODENTIA
Sicista napaea,117911.870692561,10,LC,Omnivore,RODENTIA
Sicista pseudonapaea,26716.6240268667,28.79945178,DD,Omnivore,RODENTIA
Sicista severtzovi,350083.032529524,61.83099239,LC,Omnivore,RODENTIA
Sicista strandi,652702.095357864,10.3,LC,Omnivore,RODENTIA
Sicista subtilis,2576444.75221041,11.75,LC,Omnivore,RODENTIA
Sicista tianshanica,358985.782267285,11.5,LC,Omnivore,RODENTIA
Sigmodon alleni,151453.191978872,174.09,VU,Omnivore,RODENTIA
Sigmodon alstoni,840163.26239212,55.7,LC,Herbivore,RODENTIA
Sigmodon arizonae,345280.16120118,198,LC,Omnivore,RODENTIA
Sigmodon fulviventer,464112.18976042,195.94,LC,Omnivore,RODENTIA
Sigmodon hirsutus,761232.959955902,93,LC,Herbivore,RODENTIA
